CODIGOVIA,TPD_AUTOS,TPD_BUSES,TPD_C2,TPD_C3__C4,TPD_C5,TPD_MAS_C5,CLASE_DE_R,START_X,START_Y,END_X,END_Y,COSTO_AUTOS,COSTO_BUSES,COSTO_C2,COSTO_C3__C4,COSTO_C5,COSTO_MAS_C5,TPD_Global,FID,CLASE_DE_R,COD_AFORO
4702,5146,400,408,29,47,99,Troncal Departamental,-74.29545,4.635211,-74.257389,4.682426,6706.22,17011.54,13360.66,23135.18,40250.29,42023.94,8616,3723,Troncal Departamental,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.156448,4.682513,-74.151056,4.667951,1296.89,3484.7,2800.84,4784.31,7794.94,8130.06,665000,3724,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.04331,4.682633,-74.047983,4.673588,845.75,2272.51,1826.54,3120.04,5083.39,5301.94,665000,3725,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.04331,4.682633,-74.038171,4.679907,484.22,1301.1,1045.76,1786.34,2910.43,3035.56,665000,3726,Vía Municipal,0
43TL13,20,24,7,7,0,0,Departamental,-74.937616,4.670236,-74.89413,4.68341,4408.05,12236.28,9355.69,15947.01,28498.74,29868.47,153,3727,Departamental,0
43TL05,170,32,18,7,2,3,Departamental,-74.89413,4.68341,-74.892236,4.681037,281.66,785.11,598.05,1021.34,1792.01,1871.11,389,3728,Departamental,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.062855,4.683433,-74.068307,4.674689,856.97,2302.64,1850.76,3161.41,5150.79,5372.24,665000,3729,Vía Municipal,0
63272,50000,30000,30000,30000,30000,30000,Vía Municipal,-75.65926,4.676757,-75.65759,4.683708,717.05,1926.71,1548.6,2645.27,4309.86,4495.15,665000,3730,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.095812,4.6778,-74.091512,4.683967,624.91,1679.11,1349.59,2305.34,3756.02,3917.5,665000,3731,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.091512,4.683967,-74.085948,4.677636,701.34,1884.48,1514.66,2587.29,4215.4,4396.63,665000,3732,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.085948,4.677636,-74.078985,4.68399,789.58,2121.59,1705.23,2912.83,4745.79,4949.82,665000,3733,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.078985,4.68399,-74.068307,4.674689,1197.31,3217.14,2585.79,4416.97,7196.44,7505.83,665000,3734,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.11599,4.682379,-74.114539,4.684035,183.23,492.33,395.71,675.94,1101.29,1148.63,665000,3735,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.114539,4.684035,-74.103872,4.674656,1181.76,3175.36,2552.2,4359.6,7102.97,7408.34,665000,3736,Vía Municipal,0
29BQN07-1,43,10,4,0,0,0,Departamental,-75.710181,4.683276,-75.67703,4.666599,4084.73,10321.37,8145.98,14061.79,24930.92,26128.17,90,3737,Departamental,0
50ACN01-3,40,10,50,10,0,0,Colectora Departamental,-74.604551,4.639634,-74.594606,4.684644,8631.11,23681.93,18070.88,33220.71,61787.55,64972.64,265,3738,Colectora Departamental,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.048129,4.68492,-74.052646,4.682328,433.43,1164.62,936.07,1598.97,2605.15,2717.15,665000,3739,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.048129,4.68492,-74.052316,4.67588,830.59,2231.78,1793.8,3064.11,4992.27,5206.9,665000,3740,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.048129,4.68492,-74.04331,4.682633,444.04,1193.11,958.97,1638.08,2668.88,2783.62,665000,3741,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.13,4.677343,-74.124935,4.685037,765.45,2056.73,1653.11,2823.79,4600.71,4798.51,665000,3742,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.124935,4.685037,-74.119587,4.67893,682.26,1833.21,1473.45,2516.9,4100.71,4277.01,665000,3743,Vía Municipal,0
25580,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.715514,4.682376,-74.715622,4.685128,243.21,708.87,551.18,928.35,1536.87,1603.6,665000,3744,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.104431,4.685175,-74.099338,4.681056,545.54,1465.85,1178.18,2012.54,3278.97,3419.94,665000,3745,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.052014,4.685899,-74.052646,4.682328,301.23,809.39,650.55,1111.24,1810.52,1888.35,665000,3746,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.052014,4.685899,-74.048129,4.68492,334.43,898.6,722.25,1233.73,2010.07,2096.49,665000,3747,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.057179,4.686922,-74.058492,4.679063,661.49,1777.4,1428.59,2440.28,3975.87,4146.8,665000,3748,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.057179,4.686922,-74.052014,4.685899,438.46,1178.14,946.93,1617.53,2635.39,2748.69,665000,3749,Vía Municipal,0
45CN01-2,532,18,30,24,0,0,Colectora Departamental,-74.682952,4.678959,-74.661009,4.658728,6062.39,16828.55,12866.88,21931.91,39194.31,41078.1,781,3750,Colectora Departamental,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.094987,4.687306,-74.099338,4.681056,632.86,1700.49,1366.77,2334.68,3803.83,3967.36,665000,3751,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.094987,4.687306,-74.091512,4.683967,401.09,1077.71,866.21,1479.64,2410.73,2514.37,665000,3752,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.091512,4.683967,-74.088448,4.688427,449.84,1208.72,971.51,1659.5,2703.78,2820.02,665000,3753,Vía Municipal,0
2901,4443,870,1438,69,86,114,Primer Orden,-75.59823,4.657212,-75.606825,4.688575,3353.6,8507.02,6681.31,11569.28,20128.09,21015.05,13078,3754,Primer Orden,339
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.065103,4.689032,-74.062855,4.683433,502.58,1350.41,1085.39,1854.04,3020.73,3150.6,665000,3755,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.065103,4.689032,-74.057179,4.686922,683.23,1835.81,1475.54,2520.48,4106.54,4283.09,665000,3756,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.039951,4.689566,-74.048129,4.68492,782.72,2103.15,1690.42,2887.52,4704.55,4906.81,665000,3757,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.039951,4.689566,-74.04331,4.682633,640.03,1719.73,1382.24,2361.1,3846.87,4012.26,665000,3758,Vía Municipal,0
2901B,580,53,80,10,0,0,Departamental,-75.777744,4.678137,-75.778192,4.689601,1232.32,3381.21,2580.09,4743.12,8821.78,9276.54,1046,3759,Departamental,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.070239,4.689619,-74.065103,4.689032,431.12,1158.4,931.07,1590.43,2591.24,2702.64,665000,3760,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.078985,4.68399,-74.070239,4.689619,878.45,2360.37,1897.15,3240.66,5279.91,5506.9,665000,3761,Vía Municipal,0
29QN02,650,18,64,0,0,0,Departamental,-75.606825,4.688575,-75.653839,4.676475,5081.21,12889.39,10123.18,17529.18,30497.05,31840.92,905,3762,Departamental,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.114539,4.684035,-74.109208,4.689727,648.92,1743.62,1401.44,2393.9,3900.31,4067.99,665000,3763,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.109208,4.689727,-74.104431,4.685175,553.97,1488.5,1196.38,2043.63,3329.62,3472.77,665000,3764,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.163801,4.690052,-74.156448,4.682513,888.12,2386.34,1918.03,3276.32,5338.02,5567.51,665000,3765,Vía Municipal,0
4010,4056,1250,0,0,0,0,Primer Orden,-71.427595,4.682005,-71.32476,4.600362,16090.78,40817.14,32057.3,55510.07,96575.72,100831.39,8431,3766,Primer Orden,1285
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.088448,4.688427,-74.084187,4.690396,397.16,1067.15,857.73,1465.14,2387.11,2489.74,665000,3767,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.084187,4.690396,-74.078985,4.68399,686.66,1845.04,1482.95,2533.14,4127.17,4304.61,665000,3768,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.156448,4.682513,-74.1456,4.690453,1118.49,3005.34,2415.55,4126.18,6722.66,7011.68,665000,3769,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.1456,4.690453,-74.132847,4.680105,1369.43,3679.62,2957.51,5051.93,8230.96,8584.83,665000,3770,Vía Municipal,0
50CN39,1192,374,475,132,4,11,Colectora Departamental,-73.522019,4.690474,-73.640076,4.6455,20160.91,56198.06,42808.46,73107.21,128272.35,133934.24,4529,3771,Colectora Departamental,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.084187,4.690396,-74.079869,4.690954,363.48,976.65,784.99,1340.89,2184.67,2278.6,665000,3772,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.124935,4.685037,-74.120286,4.69176,679.24,1825.09,1466.92,2505.75,4082.55,4258.07,665000,3773,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.120286,4.69176,-74.114539,4.684035,804.45,2161.55,1737.35,2967.7,4835.18,5043.05,665000,3774,Vía Municipal,0
25293,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.522019,4.690474,-73.519889,4.692298,264.68,771.44,599.83,1010.29,1672.53,1745.15,665000,3775,Vía Municipal,0
25293,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.519051,4.692159,-73.519889,4.692298,79.22,230.91,179.54,302.4,500.62,522.36,665000,3776,Vía Municipal,0
50CN43-1,10,4,5,2,0,0,Colectora Departamental,-73.667493,4.692425,-73.687994,4.680179,3604.56,10005.87,7650.35,13040.21,23304.03,24424.09,47,3777,Colectora Departamental,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.035391,4.692566,-74.039951,4.689566,457.2,1228.47,987.39,1686.63,2747.97,2866.12,665000,3778,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.135796,4.693176,-74.124935,4.685037,1129.48,3034.9,2439.31,4166.76,6788.77,7080.64,665000,3779,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.033137,4.693627,-74.038171,4.679907,1219.22,3276.02,2633.11,4497.8,7328.13,7643.18,665000,3780,Vía Municipal,0
2506,7114,874,2342,445,298,874,Primer Orden,-75.970297,4.583804,-75.923368,4.694024,12226.12,31013.75,24357.83,42177.76,73380.33,76613.88,24839,3781,Primer Orden,332
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.03458,4.694208,-74.035391,4.692566,152.28,409.18,328.88,561.78,915.3,954.65,665000,3782,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.033137,4.693627,-74.03458,4.694208,129.54,348.06,279.75,477.87,778.58,812.05,665000,3783,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.168877,4.694239,-74.163801,4.690052,547.48,1471.07,1182.38,2019.7,3290.64,3432.12,665000,3784,Vía Municipal,0
50CN36,20,6,5,0,0,0,Colectora Departamental,-73.667493,4.692425,-73.640076,4.6455,11626.34,32273.5,24675.87,42060.64,75166.16,78778.86,56,3785,Colectora Departamental,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.120286,4.69176,-74.117559,4.69474,336.17,903.29,726.02,1240.17,2020.57,2107.44,665000,3786,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.117559,4.69474,-74.109208,4.689727,810.64,2178.17,1750.71,2990.51,4872.35,5081.83,665000,3787,Vía Municipal,0
25293,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.519889,4.692298,-73.523147,4.693918,575.18,1676.43,1303.5,2195.49,3634.6,3792.42,665000,3788,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.169565,4.694913,-74.151056,4.667951,3518.27,9453.49,7598.27,12979.15,21146.55,22055.69,665000,3789,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.169565,4.694913,-74.168877,4.694239,80.09,215.2,172.97,295.46,481.38,502.08,665000,3790,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.037024,4.694948,-74.039951,4.689566,509.27,1368.4,1099.85,1878.74,3060.97,3192.57,665000,3791,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.03458,4.694208,-74.037024,4.694948,213.18,572.81,460.4,786.44,1281.32,1336.41,665000,3792,Vía Municipal,0
47CN10-1,20,10,25,0,0,0,Colectora Departamental,-74.464234,4.695253,-74.457982,4.683109,1404.42,3914.8,2982.07,5092.7,8935.55,9329.96,130,3793,Colectora Departamental,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.089164,4.695424,-74.094987,4.687306,845.4,2271.56,1825.77,3118.73,5081.26,5299.72,665000,3794,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.089164,4.695424,-74.084187,4.690396,593.04,1593.48,1280.76,2187.76,3564.45,3717.7,665000,3795,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.109208,4.689727,-74.105893,4.695883,581.05,1561.27,1254.88,2143.55,3492.42,3642.56,665000,3796,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.105893,4.695883,-74.094987,4.687306,1155.26,3104.16,2494.97,4261.84,6943.7,7242.22,665000,3797,Vía Municipal,0
50CN29-1,200,50,100,100,50,25,Colectora Departamental,-74.316625,4.677037,-74.297319,4.696047,2870.64,8790.65,6434.56,10935.5,19314.5,20175.7,1450,3798,Colectora Departamental,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.17227,4.696247,-74.169565,4.694913,255.8,687.32,552.44,943.66,1537.48,1603.58,665000,3799,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.043137,4.696352,-74.048129,4.68492,1046.43,2811.72,2259.93,3860.35,6289.55,6559.95,665000,3800,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.037024,4.694948,-74.043137,4.696352,522.4,1403.69,1128.22,1927.19,3139.91,3274.9,665000,3801,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.085445,4.696523,-74.089164,4.695424,323,867.9,697.58,1191.58,1941.41,2024.87,665000,3802,Vía Municipal,0
47CN11,74,16,19,0,0,1,Troncal Departamental,-74.414038,4.648721,-74.433219,4.696993,6303.96,17595,13595.58,22984.46,38530.97,40213.65,192,3803,Troncal Departamental,0
50ACN01,353,59,46,0,0,0,Colectora Departamental,-74.682952,4.678959,-74.712759,4.68219,7137.52,18035.23,14234.02,24571.12,43563.49,45655.52,698,3804,Colectora Departamental,0
47CN10-1,20,10,25,0,0,0,Colectora Departamental,-74.457102,4.697343,-74.464234,4.695253,730.56,2183.43,1621.78,2934.58,5483.29,5764.8,130,3805,Colectora Departamental,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.163801,4.690052,-74.154865,4.697506,991.24,2663.44,2140.75,3656.77,5957.87,6214.01,665000,3806,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.154865,4.697506,-74.1456,4.690453,968.79,2603.12,2092.26,3573.94,5822.92,6073.26,665000,3807,Vía Municipal,0
47CN08,1262,344,300,215,150,94,Colectora Departamental,-74.498513,4.672972,-74.484632,4.697527,3774.97,9575.88,7520.78,13022.9,22657.08,23655.48,5446,3808,Colectora Departamental,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.079869,4.690954,-74.069566,4.698383,1057.06,2840.29,2282.89,3899.57,6353.46,6626.61,665000,3809,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.069566,4.698383,-74.065103,4.689032,866.44,2328.11,1871.22,3196.37,5207.75,5431.64,665000,3810,Vía Municipal,0
50CN29-1,200,50,100,100,50,25,Colectora Departamental,-74.297319,4.696047,-74.257389,4.682426,4689.18,15345.61,11035.44,19743.92,37081.55,38976.61,1450,3811,Colectora Departamental,0
25286,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.195353,4.69846,-74.201411,4.698046,522.72,1523.54,1184.62,1995.27,3303.13,3446.56,665000,3812,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.171112,4.656783,-74.195353,4.69846,4186.6,11249.29,19041.65,115444.69,125163.58,126245.42,665000,3813,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.049947,4.698672,-74.052014,4.685899,1074.6,2887.42,2320.77,3964.28,6458.88,6736.56,665000,3814,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.043137,4.696352,-74.049947,4.698672,600.45,1613.41,1296.78,2215.12,3609.04,3764.2,665000,3815,Vía Municipal,0
5008A,34430,10962,11043,2613,1942,1854,Primer Orden,-74.17227,4.696247,-74.181542,4.699136,857.95,2190.82,1751.64,2999.4,4953.61,5169.8,135358,3816,Primer Orden,36
29VL05,441,76,109,8,2,2,Departamental,-75.733214,4.699295,-75.710181,4.683276,3443.62,9559.13,7308.78,12458,22263.57,23333.63,1086,3817,Departamental,0
29VL05,441,76,109,8,2,2,Departamental,-75.733234,4.699298,-75.733214,4.699295,1.83,5.07,3.88,6.61,11.81,12.38,1086,3818,Departamental,0
5008A,34430,10962,11043,2613,1942,1854,Primer Orden,-74.181542,4.699136,-74.195353,4.69846,1222.46,3121.64,2495.86,4273.76,7058.25,7366.29,135358,3819,Primer Orden,36
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.055045,4.699462,-74.057179,4.686922,1056,2837.45,2280.61,3895.67,6347.11,6619.98,665000,3820,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.049947,4.698672,-74.055045,4.699462,429.67,1154.51,927.94,1585.08,2582.53,2693.56,665000,3821,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.135796,4.693176,-74.135796,4.693176,1721.21,4624.84,3717.23,6349.66,10345.32,10790.09,665000,3822,Vía Municipal,0
47CN09,1262,344,300,215,150,94,Colectora Departamental,-74.484632,4.697527,-74.482347,4.699727,342.44,939.59,716.97,1318.04,2451.44,2577.81,5446,3823,Colectora Departamental,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.070031,4.70001,-74.069566,4.698383,140.61,377.83,303.68,518.74,845.16,881.5,665000,3824,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.158748,4.700487,-74.154865,4.697506,407.62,1095.27,880.33,1503.75,2450.02,2555.35,665000,3825,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.168877,4.694239,-74.158748,4.700487,1057.71,2842.04,2284.3,3901.98,6357.38,6630.69,665000,3826,Vía Municipal,0
50ACN01,353,59,46,0,0,0,Colectora Departamental,-74.715622,4.685128,-74.718318,4.700977,1630.39,4135.77,3248.18,5624.52,9785.46,10216.66,698,3827,Colectora Departamental,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.117559,4.69474,-74.113542,4.701413,647.56,1739.98,1398.51,2388.9,3892.16,4059.49,665000,3828,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.113542,4.701413,-74.105893,4.695883,786.31,2112.79,1698.16,2900.75,4726.11,4929.29,665000,3829,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.081216,4.701518,-74.085445,4.696523,608.73,1635.65,1314.66,2245.66,3658.79,3816.08,665000,3830,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.070031,4.70001,-74.081216,4.701518,1004.23,2698.33,2168.79,3704.66,6035.9,6295.39,665000,3831,Vía Municipal,0
29VL01,220,44,136,0,0,0,Departamental,-75.778192,4.689601,-75.740621,4.701645,4707.68,12916.87,9856.42,18119.62,33700.87,35438.12,782,3832,Departamental,0
29VL01,220,44,136,0,0,0,Departamental,-75.740621,4.701645,-75.740613,4.70165,0.89,2.45,1.87,3.44,6.39,6.72,782,3833,Departamental,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.067481,4.701774,-74.070031,4.70001,261.05,701.42,563.77,963.01,1569.01,1636.47,665000,3834,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.055045,4.699462,-74.067481,4.701774,1054.02,2832.13,2276.33,3888.37,6335.21,6607.57,665000,3835,Vía Municipal,0
11001,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.028571,4.702032,-74.033137,4.693627,824.38,2215.08,1780.38,3041.19,4954.92,5167.94,665000,3836,Vía Municipal,0
76845,50000,30000,30000,30000,30000,30000,Vía Municipal,-75.740613,4.70165,-75.739899,4.702131,74,215.68,167.7,282.46,467.6,487.9,665000,3837,Vía Municipal,0
5008A,22424,6209,7999,1685,1000,1001,Primer Orden,-74.201411,4.698046,-74.226682,4.702145,2370.77,6053.93,4840.33,8288.29,13688.38,14285.78,84898,3838,Primer Orden,38
47CN10-1,20,10,25,0,0,0,Colectora Departamental,-74.433219,4.696993,-74.457102,4.697343,4309.13,12878.8,9565.95,17309.43,32342.8,34003.27,130,3839,Colectora Departamental,0
5008A,22424,6209,7999,1685,1000,1001,Primer Orden,-74.226682,4.702145,-74.234187,4.702591,688.38,1757.84,1405.45,2406.61,3974.6,4148.06,84898,3840,Primer Orden,38
4702,5146,400,408,29,47,99,Troncal Departamental,-74.257389,4.682426,-74.234552,4.702654,2691.91,6873.98,5495.98,9410.99,15542.56,16220.88,8616,3841,Troncal Departamental,0
